commentaire,sentiment,probleme
"Nous voulons un service IPTV officiel en Algérie, compatible avec la fibre.,",positif,N/A
"Quelles sont les caractéristiques de l’appareil et son prix ? Et y a-t-il une offre spéciale pour le mois de Ramadan ? Cordialement.,",positif,N/A
"Pourquoi avez-vous augmenté le prix de 160.000 DA à 200.000 DA pour l’abonnement fibre ? C’est trop. Surtout qu’il y a maintenant des frais fixes de 60.000 DA tous les deux mois.,",négatif,problème réseau
"Fournissez-nous le modem, le reste ira tout seul avec le Twin Box.,",positif,N/A
"Pourquoi ne peut-on pas installer l’application Downloader sur l’appareil ?,",positif,N/A
"Oui c’est bon, mais trop cher. Revoyez un peu les prix. On est en 2025, il y a beaucoup d’alternatives et les technologies évoluent vite.,",positif,N/A
"C’est l’appareil idéal, mais si vous ne fournissez pas la fibre, ce n’est pas utile. Avec l’ADSL, il n’ira pas jusqu’à la 4K. Cet appareil est destiné aux abonnés fibre. Or, on n’a ni offres, ni prix intéressants, ni migration vers la fibre.,",négatif,infrastructure
"Vous avez exagéré avec les prix de la fibre ! Avant c’était 160.000 DA avec un bonus. Maintenant c’est 2.400 DA pour 60 Mo sans bonus + 60.000 DA de frais fixes tous les deux mois. On n’a pas le choix, car la couverture mobile est mauvaise là où on habite.,",négatif,problème réseau
"Facture d’internet + facture d’électricité + d’eau…,",positif,N/A
"Merci à vous.,",positif,N/A
"Très bien… bravo à vous.,",positif,N/A
"Bon prix, bonne chance.,",positif,N/A
"Que Dieu vous aide, merci pour vos efforts.,",positif,N/A
"Tous mes vœux de succès.,",positif,N/A
Fiers de vous. Restez toujours aussi bienveillants.,positif,N/A
"Nous voulons des réductions sur les prix de la fibre, car c'est trop cher pour les citoyens. C'est une demande qui a trop tardé.",négatif,problème réseau
"Comme disait ma grand-mère, cela fait longtemps que je cherche ma perle rare, haha ! Merci, est-ce disponible dans toutes les agences ?",positif,N/A
"Et pour ceux qui ont la fibre (Idoom), comment l’utiliser, car je ne comprends pas bien.",négatif,problème réseau
"S'il vous plaît, combien ça coûte en agence ? Merci.",positif,N/A
"Je vous demande, on m'a installé un modem fibre et j'ai aussi un modem Adsl, l'internet est toujours disponible chez Adsl mais la fibre n'est pas encore là, est-ce que lorsque vous lancerez la fibre, vous arrêterez Adsl ? Expliquez-nous.",négatif,problème réseau
"Algérie Télécom, Constantine, quartier Ben Cherki, route Chattaba, j'ai souscrit le 16 octobre 2024 et on m'a installé le 10 janvier. Ils ne l'ont toujours pas lancé. Est-ce qu'il y a une solution ?",négatif,problème réseau
"Ça fait plusieurs jours qu'ils ont installé le modem et l'internet n'est toujours pas activé. Ah, ils l'ont finalement activé.",positif,N/A
"Dans la commune de Bourj El Bahria, Alger, il n'y a pas de réseau Idoom 4G depuis ce matin, je ne comprends pas d'où vient le problème.",négatif,problème réseau
"J'ai reçu le modem et tout a été installé. Activez-nous la connexion s'il vous plaît. Cela fait une semaine depuis l'installation, mais l'internet n'est toujours pas activé.",positif,N/A
"Dans la ville de Annaba, le centre de la wilaya, l'internet est coupé depuis près d'un mois. Quand on demande des informations, on nous dit que le câble a été volé.",négatif,problème réseau
Pourquoi le prix de l'abonnement téléphonique pour la fibre a-t-il augmenté ?,positif,N/A
Quand les problèmes techniques seront-ils résolus ?,positif,N/A
Est-ce que la recharge électronique est suspendue ?,négatif,problème réseau
J'attends depuis une heure.,négatif,réactivité
"Il n'y a pas de solution alternative pour le modem fixe. Toujours des problèmes avec les câbles et quand on va se plaindre, ils nous épuisent.",négatif,problème réseau
"Vous répondez normalement aux commentaires sur cette page, mais jamais pour résoudre notre problème.",neutre,N/A
"Résolvez les problèmes à El Oued, puis proposez des offres... Quand on donne une mauvaise adresse pour la fibre à El Oued, vous coupez en plus notre ligne ancienne.",négatif,problème réseau
"Ça n'a aucun sens, et en plus il n'y a pas de modem.",négatif,problème réseau
"Quand je paye mon abonnement mensuel, la moitié du temps l'internet est coupé. Combien faut-il payer de plus pour que vous me rendiez ce qui m'est dû ?!",négatif,problème réseau
Donnez-nous un numéro de téléphone pour que nous puissions vous appeler pour des questions.,positif,N/A
Faites-nous une connexion comme pour d'autres secteurs.,positif,N/A
Ça fait plusieurs jours qu'on m'a installé un modem fibre et ils ne l'ont toujours pas activé. Un d'entre eux a enfin eu la connexion après une longue attente.,positif,N/A
"L'internet en Algérie, c'est une catastrophe, c'est tout.",négatif,problème réseau
"Nous n'avons pas besoin d'offres, nous avons besoin de connexion. Depuis 2018, je vous écris sans réponse.",neutre,N/A
"J'ai payé pendant deux mois mais l'internet n'est toujours pas stable, il fonctionne puis coupe pendant deux jours. Réparez votre réseau.",négatif,problème réseau
"Nous avons 18 jours sans internet, et ils ne l'ont toujours pas activé. Pourquoi ?",neutre,N/A
"Au moins, augmentez un peu la vitesse de la 4G LTE. C'est une perte d'argent.",négatif,problème réseau
"C'est une perte d'argent pour rien, améliorez la vitesse de connexion. C'est une catastrophe, j'ai jeté 1500 DZD pour rien.",négatif,problème réseau
"J'ai une question, s'il vous plaît. J'ai acheté une carte SIM et l'ai rechargée avec 100 Go, mais je ne l'ai pas utilisée. Après trois mois, est-ce que je vais la perdre ?",négatif,problème réseau
"Au moins, améliorez-la à 4G+. Peut-être que ça va s'améliorer un peu.",positif,N/A
Mais où est le modem ?! Il n'est même pas disponible en agence.,négatif,problème réseau
"J'ai payé 2500 DZD, mais il n'y a pas de connexion. C'est vraiment une arnaque, j'espère que Dieu me remboursera.",négatif,facturation
Merci beaucoup.,positif,N/A
Que Dieu vous aide.,positif,N/A
"Faites-nous la fibre, on en a marre de l'ADSL.",négatif,problème réseau
Je viens de Souk Ahras.,positif,N/A
"Hier, j'ai signalé un problème de connexion.",négatif,problème réseau
Nous n'avons eu aucune réponse de leur part.,neutre,N/A
"J'ai payé pour la connexion, cela fait un mois et la situation est toujours la même.",positif,N/A
J'ai installé le modem mais je n'ai pas de connexion depuis 3 jours.,neutre,N/A
"Activez-nous l'internet, nous n'avons rien ici.",neutre,N/A
"Nous avons besoin de formations en cybersécurité dans les instituts de notre pays, l'Algérie.",positif,N/A
Combien de temps faut-il pour que l'internet soit installé après paiement ?,négatif,problème réseau
"Nous souffrons énormément, nous en avons assez de l'ADSL.",négatif,problème réseau
"La pire entreprise que j'ai vue dans ma vie, 4 mois sans internet et aucune réaction de la société, sans résultat. L'Algérie ne se développera jamais si ces entreprises continuent à monopoliser le marché.",négatif,problème réseau
Bonne chance à Algérie Télécom.,positif,N/A
"Je vous souhaite tout le succès et la réussite, et encore plus de brillance.",positif,N/A
"Il n'y a pas de solution ici à Constantine depuis août 2024, ils se moquent de nous, nous n'avons trouvé aucune solution. Pourquoi ne pas annuler l'abonnement ?",négatif,problème réseau
"Dans le quartier 200 Logements, à Relizane, il n'y a pas internet depuis juillet 2024. C'est une injustice. On nous dit à l'agence de Relizane qu'ils ne nous connectent pas, mais nous sommes au centre-ville. Où devons-nous aller maintenant ? C'est inacceptable.",négatif,problème réseau
Pourquoi tant de retard pour la mise en service de l'internet fibre ?,négatif,problème réseau
"Nous sommes sans internet, faites quelque chose.",neutre,N/A
"Deux mois sans internet. Vous avez installé la fibre, activez-nous l'internet.",négatif,problème réseau
"Activez la fibre s'il vous plaît, nous sommes sans connexion depuis un mois.",négatif,problème réseau
"J'ai installé le modem, mais je n'ai toujours pas accès au serveur.",neutre,N/A
Que faire ? Ils ne trouvent pas de solution pour la connexion !,négatif,problème réseau
Réduisez le mot 'ping' pour avoir une meilleure connexion.,négatif,problème réseau
"Le réseau 4G est indisponible depuis deux jours. Aucune explication ni réparation, vous êtes la pire entreprise de télécommunications en Afrique. Nous payons nos abonnements comme ceux de la fibre, alors si vous ne pouvez pas diversifier vos services, dites-le nous, et nous chercherons d'autres concurrents.",négatif,problème réseau
"Bonjour, mon débit a été augmenté sans que je l'ai demandé, comment résoudre ce problème ?",négatif,problème réseau
"Ça fait 6 jours que j'ai installé la fibre, mais ça ne fonctionne toujours pas. C'est du n'importe quoi.",négatif,problème réseau
Plus de la moitié de la population algérienne est privée de ces offres à cause de la couverture insuffisante ou de la mauvaise qualité de l'internet !,négatif,problème réseau
"Une chute de débit incroyable après l'augmentation de mon débit de 10mbps à 15mbps, c'est du vol.",négatif,problème réseau
"Depuis le 26 mars, pas d'internet et personne ne répond.",neutre,N/A
"Hier, c'était 1.2 Mbps pour 4200 DZD !!",positif,N/A
Activez la fibre s'il vous plaît.,positif,N/A
"Je vous demande de nous activer la fibre, nous attendons cela avec impatience.",positif,N/A
Je suis à 80 km de chez moi et on refuse de changer mon abonnement de l'ADSL à la fibre.,neutre,N/A
"Nous sommes dans la nouvelle ville d'At Zizou, et nous attendons la fibre optique. Jusqu'à quand ?",positif,N/A
"Pour Dieu, faites-nous la fibre. Nous sommes entrés dans l'internet mais ils ne nous ont pas activé la connexion.",neutre,N/A
"Je veux entrer en fibre Idoom, mais le quartier où je vis est très éloigné de la fibre.",négatif,problème réseau
"On m'a installé un modem, ça marche, mais l'ADSL fonctionne toujours. Je suis allé à l'agence pour transférer mon abonnement ADSL vers la fibre. J'ai donné les numéros anciens et nouveaux, mais depuis jeudi, rien n'a bougé. Ceux qui ont le même problème, vous avez trouvé une solution ?",positif,N/A
"2026 approche et notre pays est au bord de la guerre, mais nous n'avons toujours pas la fibre, et je vis au centre d'une grande ville.",négatif,problème réseau
"Nous avons installé la fibre et nous le regrettons, l'ADSL était mieux.",négatif,problème réseau
"Dans le quartier de Trappe El Zéwani, à Tebessa, ils ont commencé à marquer les boîtes il y a trois mois, mais depuis, rien n'a bougé.",neutre,N/A
"J'ai un problème avec le modem fibre. Cela fait trois mois qu'ils travaillent dessus. Quand ils viennent, ils me disent qu'ils vont réinitialiser, mais ils ne font rien.",négatif,problème réseau
"J'ai soumis plusieurs demandes, le problème vient de la couverture insuffisante.",négatif,problème réseau
Merci pour l'information.,positif,N/A
Que Dieu vous bénisse.,positif,N/A
Je n'arrive pas à utiliser vos applications. Cela fait plus de trois mois que j'essaie d'accéder à l'espace client sur l'application My Idoom.,négatif,problème réseau
Y a-t-il un moyen d'obtenir le numéro client pour l'enregistrement sur l'application ?,positif,N/A
"Le site de l'espace client ne nous permet pas de voir nos nouvelles factures de téléphone fixe, seulement les anciennes. On ne comprend pas pourquoi ?",neutre,N/A
Les modems 4G ne sont pas disponibles dans vos agences.,négatif,problème réseau
J'ai besoin du mot de passe pour l'espace client.,négatif,problème réseau
Est-ce que la fibre dispose d'un numéro client ou pas ?,positif,N/A
Ajoutez la fonctionnalité pour suspendre l'internet temporairement.,positif,N/A
"Nous avons la fibre optique depuis plusieurs mois, mais Algérie Télécom à Ain Oussera ne possède pas de modem wifi. Nous en avons marre d'attendre.",négatif,problème réseau
Je vous souhaite beaucoup de succès.,positif,N/A
Quand allez-vous faire des réductions ?,positif,N/A
Combien faut-il de données pour regarder une série en qualité 360p sans que ça ralentisse ?,négatif,problème réseau
